riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-6b3195a7,SUP-20466636,Country Risk,15.0,Country Risk for supplier SUP-20466636 is 15.,Conduct thorough due diligence on the local regulatory environment and political stability in the country to ensure compliance and minimize exposure.,Active
RISK-8f0c5bab,SUP-20466636,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-20466636 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-4d177abb,SUP-20466636,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-20466636 is 10.,Conduct thorough financial health assessments and diversify supply base to mitigate high financial health risks associated with suppliers scoring 10.,Active
RISK-8759566a,SUP-20466636,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-20466636 is 0.,Implement diversified sourcing strategies to reduce spend concentration risks.,Active
RISK-7e958e73,SUP-98d3b70f,Country Risk,15.0,Country Risk for supplier SUP-98d3b70f is 15.,"Conduct thorough due diligence on suppliers located in countries scoring above 15 on the country risk scale, including regular audits and compliance checks.",Active
RISK-f98a8439,SUP-98d3b70f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-98d3b70f is 0.,Diversify the supplier base to reduce reliance on any single source.,Active
RISK-97bff947,SUP-98d3b70f,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-98d3b70f is 0.,Conduct quarterly financial health assessments and diversify suppliers to reduce reliance on any single provider.,Active
RISK-1019945f,SUP-98d3b70f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-98d3b70f is 0.,Diversify vendor base to reduce spend concentration risk.,Active
RISK-1be178c2,SUP-42f4351e,Country Risk,0.0,Country Risk for supplier SUP-42f4351e is 0.,Monitor local political stability and enforce strict compliance checks on all transactions conducted in the country to mitigate any potential risks.,Active
RISK-41cb553e,SUP-42f4351e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-42f4351e is 0.,Diversify suppliers to reduce dependency on single sources and enhance resilience against potential disruptions.,Active
RISK-68a43eae,SUP-42f4351e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-42f4351e is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains strong cash flow and solvency.,Active
RISK-39169c88,SUP-42f4351e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-42f4351e is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-b00598b5,SUP-519355db,Country Risk,15.0,Country Risk for supplier SUP-519355db is 15.,Conduct regular assessments of political stability and regulatory changes in the high-risk country to ensure compliance and adaptability.,Active
RISK-51ee8053,SUP-519355db,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-519355db is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-f6e46f32,SUP-519355db,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-519355db is 0.,Conduct quarterly financial health assessments on all suppliers to identify potential risks early and ensure timely remediation.,Active
RISK-982c5345,SUP-519355db,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-519355db is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-d412a9d2,SUP-f4975a2b,Country Risk,15.0,Country Risk for supplier SUP-f4975a2b is 15.,Conduct regular political stability assessments and establish contingency supply chain plans to mitigate country risks associated with the supplier.,Active
RISK-04770c91,SUP-f4975a2b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f4975a2b is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-d5c1a9a8,SUP-f4975a2b,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-f4975a2b is 10.,Develop a contingency plan.,Active
RISK-680f3ae3,SUP-f4975a2b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f4975a2b is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-c9181ab2,SUP-2f71236b,Country Risk,15.0,Country Risk for supplier SUP-2f71236b is 15.,Conduct regular geopolitical assessments to enhance contingency planning in the country showing a high-risk score of 15.,Active
RISK-f953af24,SUP-2f71236b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2f71236b is 0.,Diversify supplier base to reduce reliance on single sources.,Active
RISK-4b49264f,SUP-2f71236b,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2f71236b is 0.,Conduct quarterly financial health assessments on suppliers to identify potential risks early.,Active
RISK-338c2028,SUP-2f71236b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2f71236b is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-9856eda2,SUP-45fc20a2,Country Risk,15.0,Country Risk for supplier SUP-45fc20a2 is 15.,Enhance country risk assessments by implementing diversified sourcing strategies across multiple countries to reduce exposure from high-risk regions.,Active
RISK-66479c34,SUP-45fc20a2,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-45fc20a2 is 0.,Diversify supply chain by engaging additional suppliers to reduce dependency on a single source.,Active
RISK-4fba3555,SUP-45fc20a2,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-45fc20a2 is 0.,Conduct quarterly financial health assessments and diversify the supply chain to reduce dependency on any single vendor.,Active
RISK-5f1359d9,SUP-45fc20a2,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-45fc20a2 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-1ebccd4e,SUP-89c2e422,Country Risk,15.0,Country Risk for supplier SUP-89c2e422 is 15.,Conduct regular third-party security audits to ensure compliance with ISO 27001 standards and improve resilience against cyber threats in the high-risk country identified.,Active
RISK-45688ba7,SUP-89c2e422,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-89c2e422 is 0.,Diversify supply chain by sourcing from multiple suppliers to reduce reliance on any single provider.,Active
RISK-a458602b,SUP-89c2e422,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-89c2e422 is 0.,Conduct regular financial health assessments of the supplier to ensure stability and liquidity.,Active
RISK-10d083c3,SUP-89c2e422,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-89c2e422 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-8554c549,SUP-16ee759a,Country Risk,15.0,Country Risk for supplier SUP-16ee759a is 15.,Develop a contingency plan.,Active
RISK-7c4f8dda,SUP-16ee759a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-16ee759a is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-5ba1a017,SUP-16ee759a,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-16ee759a is 10.,Implement rigorous financial health assessments and regular credit checks on suppliers.,Active
RISK-4aa5d3c3,SUP-16ee759a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-16ee759a is 0.,Implement quarterly spend reviews to ensure no single vendor exceeds 20% of total annual spend.,Active
RISK-4b70a804,SUP-692e726e,Country Risk,15.0,Country Risk for supplier SUP-692e726e is 15.,Conduct regular geopolitical assessments and diversify supply chain geographically to reduce country risk exposure.,Active
RISK-4de3cd78,SUP-692e726e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-692e726e is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-f5ea5543,SUP-692e726e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-692e726e is 0.,Enhance financial health monitoring through regular credit checks and stress tests to identify potential liquidity issues.,Active
RISK-1d289161,SUP-692e726e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-692e726e is 0.,Implement real-time spend monitoring tools to detect concentration risks early.,Active
RISK-2c3fa29e,SUP-7d485338,Country Risk,0.0,Country Risk for supplier SUP-7d485338 is 0.,Establish diversified supply chains to minimize exposure.,Active
RISK-3bdf888a,SUP-7d485338,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7d485338 is 0.,Diversify suppliers to reduce reliance on a single source.,Active
RISK-b72c183f,SUP-7d485338,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7d485338 is 0.,Conduct quarterly financial health assessments to ensure supplier remains solvent and on track.,Active
RISK-1e36100c,SUP-7d485338,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7d485338 is 0.,Diversify suppliers to reduce dependence on any single provider.,Active
RISK-d69da915,SUP-5821be90,Country Risk,15.0,Country Risk for supplier SUP-5821be90 is 15.,Conduct regular market assessments to identify emerging risks.,Active
RISK-9b949ec7,SUP-5821be90,Single Sourcing Risk,25.0,Single Sourcing Risk for supplier SUP-5821be90 is 25.0.,"Diversify suppliers to reduce dependency on the single source, thereby mitigating supply chain risks.",Active
RISK-c818059d,SUP-5821be90,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5821be90 is 0.,Conduct quarterly financial health assessments and maintain diversified supply sources to ensure continued access to necessary components during economic downturns.,Active
RISK-839bec8d,SUP-5821be90,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5821be90 is 0.,Diversify suppliers across different regions to reduce spend concentration risk.,Active
RISK-470f69d9,SUP-1db96fe0,Country Risk,15.0,Country Risk for supplier SUP-1db96fe0 is 15.,Conduct regular audits and diversify operations in the high-risk country to reduce exposure.,Active
RISK-94a1d32b,SUP-1db96fe0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1db96fe0 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-7c401bae,SUP-1db96fe0,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-1db96fe0 is 0.,Conduct quarterly financial health assessments to ensure suppliers maintain robust liquidity buffers and solvency ratios.,Active
RISK-592fe2da,SUP-1db96fe0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1db96fe0 is 0.,Diversify suppliers to reduce spend concentration risk by increasing the number of independent vendors to mitigate single-vendor risks.,Active
RISK-faee5120,SUP-df5bdd17,Country Risk,0.0,Country Risk for supplier SUP-df5bdd17 is 0.,Implement robust local compliance monitoring to ensure adherence to regulations and mitigate potential country risks.,Active
RISK-1716824f,SUP-df5bdd17,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-df5bdd17 is 0.,"Diversify suppliers to reduce dependency on single sourcing, thereby lowering risk exposure.",Active
RISK-f9878f60,SUP-df5bdd17,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-df5bdd17 is 0.,Conduct quarterly credit checks on suppliers to ensure strong financial health and maintain diversified sourcing strategies.,Active
RISK-78787be4,SUP-df5bdd17,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-df5bdd17 is 0.,Diversify suppliers to reduce concentration in key procurement areas.,Active
RISK-891fbabb,SUP-f964762b,Country Risk,15.0,Country Risk for supplier SUP-f964762b is 15.,Conduct thorough due diligence on the country's regulatory environment and political stability before engaging in business activities.,Active
RISK-3817babb,SUP-f964762b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f964762b is 0.,Diversify supplier base to reduce reliance on single sources.,Active
RISK-0ff0d0e8,SUP-f964762b,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-f964762b is 0.,Conduct quarterly financial health assessments and diversify supplier base to reduce reliance on any single provider.,Active
RISK-9a411a1b,SUP-f964762b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f964762b is 0.,Diversify suppliers to reduce concentration risks associated with spend.,Active
RISK-5e87f38e,SUP-7ccf6f76,Country Risk,15.0,Country Risk for supplier SUP-7ccf6f76 is 15.,Diversify supply chain to include suppliers from lower-risk countries.,Active
RISK-8b424207,SUP-7ccf6f76,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7ccf6f76 is 0.,Develop a contingency plan.,Active
RISK-a153df06,SUP-7ccf6f76,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7ccf6f76 is 0.,Monitor quarterly financial statements to identify early warning signs of potential risks.,Active
RISK-3cde2483,SUP-7ccf6f76,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7ccf6f76 is 0.,Enhance supplier financial health monitoring and enforce payment terms to mitigate spend concentration risk.,Active
RISK-26c74840,SUP-951bb191,Country Risk,0.0,Country Risk for supplier SUP-951bb191 is 0.,Conduct regular country risk assessments and implement diversified supply chain strategies to mitigate low-risk exposure.,Active
RISK-07c8b477,SUP-951bb191,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-951bb191 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-1aa0c012,SUP-951bb191,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-951bb191 is 0.,Monitor the financial stability of the supplier regularly through credit reports and stress tests to ensure they maintain strong liquidity and solvency levels.,Active
RISK-d1b7b9b1,SUP-951bb191,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-951bb191 is 0.,Diversify suppliers to reduce concentration risks.,Active
RISK-74d6b79f,SUP-2bf1a48b,Country Risk,0.0,Country Risk for supplier SUP-2bf1a48b is 0.,Conduct regular geopolitical assessments and diversify supply chain across multiple countries to reduce dependency on high-risk regions.,Active
RISK-04aec977,SUP-2bf1a48b,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2bf1a48b is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-4f229918,SUP-2bf1a48b,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2bf1a48b is 0.,Conduct regular financial health assessments to ensure suppliers maintain strong credit ratings and solvency.,Active
RISK-9030be46,SUP-2bf1a48b,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2bf1a48b is 0.,Diversify spend across multiple suppliers to reduce reliance on any single provider.,Active
RISK-4e2404ad,SUP-46027d2b,Country Risk,0.0,Country Risk for supplier SUP-46027d2b is 0.,Conduct regular market trend analysis and engage in dialogue with local authorities to ensure compliance with evolving regulations.,Active
