invoiceNumber,supplierReference,dateCreated,paymentDueDate,totalPaymentDue,paymentStatus,late_payment_flag,poOrderNumber,glAccount,costCenter,invoiceText,postingDate
INV-ed2b01aa,3584503060060,2025-05-13 04:54:27,2025-07-07 04:54:27,20383.48,Received,False,PO-c2a0cf1c7f,GL-1137,CC-101,Invoice for PO PO-c2a0cf1c7f,2025-05-09 04:54:27
INV-8b5544a4,0354022643647,2025-05-29 23:29:04,2025-07-27 23:29:04,13986.26,Approved,False,PO-c305293bf4,GL-1017,CC-137,Invoice for PO PO-c305293bf4,2025-06-07 23:29:04
INV-50d72796,4553080348679,2025-06-02 23:29:04,2025-07-27 23:29:04,16557.87,Rejected,False,PO-c305293bf4,GL-1104,CC-137,Invoice for PO PO-c305293bf4,2025-06-03 23:29:04
INV-9332807d,7592834780386,2025-05-30 23:29:04,2025-07-27 23:29:04,15625.59,Overdue,False,PO-c305293bf4,GL-1039,CC-137,Invoice for PO PO-c305293bf4,2025-06-04 23:29:04
INV-d9955f99,6840800539041,2024-05-16 13:45:50,2024-06-13 13:45:50,3185.14,Received,False,PO-c311944d2c,GL-1120,CC-141,Invoice for PO PO-c311944d2c,2024-05-23 13:45:50
INV-0f4538fb,3622456561712,2024-05-18 13:45:50,2024-06-13 13:45:50,3676.61,Overdue,False,PO-c311944d2c,GL-1044,CC-141,Invoice for PO PO-c311944d2c,2024-05-19 13:45:50
INV-f5041ace,3681101487302,2024-07-04 16:33:12,2024-09-29 16:33:12,7480.68,Paid,True,PO-c7042af500,GL-1091,CC-171,Invoice for PO PO-c7042af500,2024-07-08 16:33:12
INV-8fe5920e,8775592435685,2024-07-06 16:33:12,2024-09-29 16:33:12,6877.95,Paid,False,PO-c7042af500,GL-1177,CC-171,Invoice for PO PO-c7042af500,2024-07-09 16:33:12
INV-70da6d4a,6502396287491,2024-07-02 16:33:12,2024-09-29 16:33:12,6289.5,Overdue,False,PO-c7042af500,GL-1012,CC-171,Invoice for PO PO-c7042af500,2024-07-07 16:33:12
INV-fbc72fe3,2362572281132,2025-10-13 03:00:58,2026-01-08 03:00:58,113751.56,Scheduled for Payment,False,PO-c7410c2bcd,GL-1110,CC-179,Invoice for PO PO-c7410c2bcd,2025-10-15 03:00:58
INV-039268c5,3804851891834,2025-09-08 21:34:44,2025-12-02 21:34:44,258446.01,Received,False,PO-c83fd7fb8e,GL-1109,CC-126,Invoice for PO PO-c83fd7fb8e,2025-09-10 21:34:44
INV-898a859f,2844539366972,2024-08-28 06:36:12,2024-09-22 06:36:12,114802.56,Approved,False,PO-c9c35fb36d,GL-1004,CC-164,Invoice for PO PO-c9c35fb36d,2024-08-28 06:36:12
INV-93c9fe87,0599513790589,2024-08-24 06:36:12,2024-09-22 06:36:12,96545.63,Approved,False,PO-c9c35fb36d,GL-1193,CC-164,Invoice for PO PO-c9c35fb36d,2024-08-28 06:36:12
INV-54fb7f71,6430962367059,2025-09-29 09:52:04,2025-11-24 09:52:04,57371.94,Paid,False,PO-cb2218e3cf,GL-1190,CC-163,Invoice for PO PO-cb2218e3cf,2025-10-03 09:52:04
INV-9904d7cb,1548104980693,2024-10-20 08:06:07,2024-12-15 08:06:07,24555.15,Approved,False,PO-cb2a26f48a,GL-1111,CC-142,Invoice for PO PO-cb2a26f48a,2024-10-17 08:06:07
INV-e3f00b9d,0725672107740,2024-10-17 08:06:07,2024-12-15 08:06:07,25208.59,Approved,False,PO-cb2a26f48a,GL-1193,CC-142,Invoice for PO PO-cb2a26f48a,2024-10-24 08:06:07
INV-e140fb00,2579374209862,2024-10-20 08:06:07,2024-12-15 08:06:07,31052.89,Received,False,PO-cb2a26f48a,GL-1087,CC-142,Invoice for PO PO-cb2a26f48a,2024-10-17 08:06:07
INV-25a977be,3788506358937,2023-11-08 10:53:51,2023-12-04 10:53:51,59634.53,Approved,False,PO-cbc5df520d,GL-1061,CC-167,Invoice for PO PO-cbc5df520d,2023-11-11 10:53:51
INV-6ffbd6cd,5207114721967,2025-07-02 20:21:49,2025-08-26 20:21:49,116293.75,Overdue,False,PO-cbe1f0f51e,GL-1129,CC-163,Invoice for PO PO-cbe1f0f51e,2025-06-29 20:21:49
INV-12ff0ff2,6269561865686,2024-05-16 22:23:45,2024-07-12 22:23:45,42212.25,Paid,False,PO-cc56b264e9,GL-1157,CC-109,Invoice for PO PO-cc56b264e9,2024-05-20 22:23:45
INV-d8e088da,7734167401860,2024-05-17 22:23:45,2024-07-12 22:23:45,45745.65,Approved,False,PO-cc56b264e9,GL-1168,CC-109,Invoice for PO PO-cc56b264e9,2024-05-21 22:23:45
INV-1676d558,1692722960695,2024-05-18 22:23:45,2024-07-12 22:23:45,44597.73,Paid,False,PO-cc56b264e9,GL-1149,CC-109,Invoice for PO PO-cc56b264e9,2024-05-21 22:23:45
INV-3e6afeae,3845712949912,2024-09-07 03:16:49,2024-10-04 03:16:49,16921.41,Paid,False,PO-cd69ea5334,GL-1177,CC-135,Invoice for PO PO-cd69ea5334,2024-09-12 03:16:49
INV-d93338bb,6360573839150,2025-10-12 04:27:03,2026-01-08 04:27:03,72038.82,Received,False,PO-cd8214bab2,GL-1155,CC-125,Invoice for PO PO-cd8214bab2,2025-10-11 04:27:03
INV-7a516c42,7871775795216,2025-02-20 11:45:40,2025-04-19 11:45:40,7702.08,Paid,False,PO-ce318028b7,GL-1009,CC-124,Invoice for PO PO-ce318028b7,2025-02-28 11:45:40
INV-fc7d15f6,3099769082324,2024-12-29 19:26:27,2025-03-28 19:26:27,41430.7,Overdue,False,PO-ce42f4bc7c,GL-1076,CC-106,Invoice for PO PO-ce42f4bc7c,2025-01-06 19:26:27
INV-acfec88d,6597977786883,2024-11-11 14:53:44,2025-02-06 14:53:44,20729.5,Paid,False,PO-ce78032d79,GL-1060,CC-167,Invoice for PO PO-ce78032d79,2024-11-14 14:53:44
INV-8cb5cade,0443269625087,2024-11-13 14:53:44,2025-02-06 14:53:44,22284.76,Approved,False,PO-ce78032d79,GL-1054,CC-167,Invoice for PO PO-ce78032d79,2024-11-11 14:53:44
INV-cd56a683,9745559752451,2024-11-09 14:53:44,2025-02-06 14:53:44,20859.12,Overdue,False,PO-ce78032d79,GL-1104,CC-167,Invoice for PO PO-ce78032d79,2024-11-17 14:53:44
INV-1c36b410,0707220497213,2025-07-13 12:16:13,2025-09-09 12:16:13,119811.82,Paid,False,PO-ce8ba433f9,GL-1194,CC-159,Invoice for PO PO-ce8ba433f9,2025-07-18 12:16:13
INV-ce40a467,5206042550373,2025-07-20 08:22:52,2025-09-16 08:22:52,150480.68,Paid,False,PO-cfd7c35095,GL-1133,CC-104,Invoice for PO PO-cfd7c35095,2025-07-20 08:22:52
INV-3285a5d0,9927694596101,2024-08-02 05:00:14,2024-08-28 05:00:14,57210.82,Approved,False,PO-d0bee471ce,GL-1086,CC-151,Invoice for PO PO-d0bee471ce,2024-08-02 05:00:14
INV-7e9f3f7d,0126151376617,2024-07-30 05:00:14,2024-08-28 05:00:14,46893.98,Approved,False,PO-d0bee471ce,GL-1116,CC-151,Invoice for PO PO-d0bee471ce,2024-08-01 05:00:14
INV-8eb53f22,1803821248168,2025-02-05 08:16:29,2025-03-06 08:16:29,48761.81,Rejected,False,PO-d0fc325366,GL-1051,CC-166,Invoice for PO PO-d0fc325366,2025-02-05 08:16:29
INV-2187df91,0968744000185,2024-09-22 14:58:38,2024-10-19 14:58:38,70417.32,Received,False,PO-d211f35c86,GL-1191,CC-166,Invoice for PO PO-d211f35c86,2024-09-25 14:58:38
INV-8242c9da,0864959574629,2024-09-20 14:58:38,2024-10-19 14:58:38,72466.46,Approved,False,PO-d211f35c86,GL-1100,CC-166,Invoice for PO PO-d211f35c86,2024-09-29 14:58:38
INV-370f2690,7748253785390,2025-06-20 09:32:53,2025-07-18 09:32:53,61297.53,Rejected,False,PO-d295d52dcb,GL-1089,CC-143,Invoice for PO PO-d295d52dcb,2025-06-24 09:32:53
INV-7ca93ebd,4772628306296,2024-08-13 05:36:46,2024-09-09 05:36:46,99672.01,Received,False,PO-d2e5b8bb73,GL-1097,CC-158,Invoice for PO PO-d2e5b8bb73,2024-08-20 05:36:46
INV-ca550a48,7316362783677,2024-08-12 05:36:46,2024-09-09 05:36:46,91597.08,Approved,False,PO-d2e5b8bb73,GL-1141,CC-158,Invoice for PO PO-d2e5b8bb73,2024-08-15 05:36:46
INV-49758a06,8950400403869,2024-03-04 06:44:46,2024-04-30 06:44:46,40212.35,Paid,False,PO-d341603c05,GL-1052,CC-100,Invoice for PO PO-d341603c05,2024-03-09 06:44:46
INV-151781d6,5391117896811,2024-03-06 06:44:46,2024-04-30 06:44:46,42326.91,Overdue,False,PO-d341603c05,GL-1170,CC-100,Invoice for PO PO-d341603c05,2024-03-11 06:44:46
INV-5795b5ef,0951491470936,2024-03-05 06:44:46,2024-04-30 06:44:46,50811.7,Approved,False,PO-d341603c05,GL-1054,CC-100,Invoice for PO PO-d341603c05,2024-03-10 06:44:46
INV-2164a1d3,5203150961152,2024-08-03 08:23:03,2024-09-30 08:23:03,12696.57,Paid,False,PO-d4358aa717,GL-1196,CC-175,Invoice for PO PO-d4358aa717,2024-08-02 08:23:03
INV-6ec5594b,6941905890027,2024-08-02 08:23:03,2024-09-30 08:23:03,10414.98,Paid,False,PO-d4358aa717,GL-1017,CC-175,Invoice for PO PO-d4358aa717,2024-08-07 08:23:03
INV-ca35c313,4316463115516,2025-05-16 16:26:02,2025-07-12 16:26:02,712.43,Rejected,False,PO-d5871ef346,GL-1134,CC-175,Invoice for PO PO-d5871ef346,2025-05-14 16:26:02
INV-d1ca18e3,4013542018576,2025-05-17 16:26:02,2025-07-12 16:26:02,588.22,Overdue,False,PO-d5871ef346,GL-1067,CC-175,Invoice for PO PO-d5871ef346,2025-05-15 16:26:02
INV-37d43ae5,3890951842982,2024-05-04 03:29:04,2024-06-28 03:29:04,43160.9,Overdue,False,PO-d5cacd6c36,GL-1081,CC-127,Invoice for PO PO-d5cacd6c36,2024-04-30 03:29:04
INV-fa731fdf,1710313110264,2024-05-03 03:29:04,2024-06-28 03:29:04,46148.51,Paid,False,PO-d5cacd6c36,GL-1158,CC-127,Invoice for PO PO-d5cacd6c36,2024-05-03 03:29:04
INV-9320d035,6993787910874,2024-05-22 03:04:15,2024-08-17 03:04:15,32758.31,Overdue,False,PO-d6f6166553,GL-1176,CC-146,Invoice for PO PO-d6f6166553,2024-05-21 03:04:15
INV-82b5b3a0,1202358173491,2024-05-21 03:04:15,2024-08-17 03:04:15,33163.27,Overdue,False,PO-d6f6166553,GL-1156,CC-146,Invoice for PO PO-d6f6166553,2024-05-22 03:04:15
INV-87f41c7f,5163819438336,2024-05-21 03:04:15,2024-08-17 03:04:15,28709.04,Paid,False,PO-d6f6166553,GL-1044,CC-146,Invoice for PO PO-d6f6166553,2024-05-20 03:04:15
INV-94211fbc,5359841853265,2024-12-21 12:20:25,2025-03-18 12:20:25,119134.32,Approved,False,PO-d726c8bab7,GL-1165,CC-116,Invoice for PO PO-d726c8bab7,2024-12-28 12:20:25
INV-f8c84926,5079467376039,2024-06-27 20:38:15,2024-07-26 20:38:15,36089.79,Received,False,PO-d732aea7a7,GL-1195,CC-112,Invoice for PO PO-d732aea7a7,2024-06-28 20:38:15
INV-ee6fd9c0,2026073647391,2025-06-20 13:37:21,2025-07-19 13:37:21,49677.41,Received,False,PO-d765793a86,GL-1138,CC-125,Invoice for PO PO-d765793a86,2025-06-24 13:37:21
INV-e57c2e5b,6531847367277,2025-06-24 13:37:21,2025-07-19 13:37:21,48883.44,Received,False,PO-d765793a86,GL-1117,CC-125,Invoice for PO PO-d765793a86,2025-06-22 13:37:21
INV-e7bf3f9f,9088750472026,2023-11-14 21:46:49,2024-02-10 21:46:49,34545.42,Overdue,False,PO-d8a033256c,GL-1047,CC-120,Invoice for PO PO-d8a033256c,2023-11-17 21:46:49
INV-5b79af39,1965656972004,2025-02-01 05:32:33,2025-03-01 05:32:33,14046.1,Approved,False,PO-d8eddb78c8,GL-1066,CC-150,Invoice for PO PO-d8eddb78c8,2025-02-02 05:32:33
INV-f8f0d831,0135555700782,2025-02-02 05:32:33,2025-03-01 05:32:33,14401.06,Approved,False,PO-d8eddb78c8,GL-1040,CC-150,Invoice for PO PO-d8eddb78c8,2025-02-06 05:32:33
INV-e2c4f4ba,9200403215068,2025-02-04 05:32:33,2025-03-01 05:32:33,14577.28,Overdue,False,PO-d8eddb78c8,GL-1066,CC-150,Invoice for PO PO-d8eddb78c8,2025-02-01 05:32:33
INV-026c3e91,4059693251561,2024-02-29 11:41:31,2024-04-28 11:41:31,65285.0,Received,False,PO-dc7313232c,GL-1091,CC-117,Invoice for PO PO-dc7313232c,2024-03-09 11:41:31
INV-5ee01811,9632683562202,2024-03-04 11:41:31,2024-04-28 11:41:31,59778.74,Overdue,False,PO-dc7313232c,GL-1099,CC-117,Invoice for PO PO-dc7313232c,2024-03-07 11:41:31
INV-6954a634,3801719999848,2024-01-26 23:47:43,2024-03-22 23:47:43,13461.46,Overdue,False,PO-dcc468ec1f,GL-1180,CC-106,Invoice for PO PO-dcc468ec1f,2024-01-28 23:47:43
INV-acbe88e6,7288610900405,2024-01-27 23:47:43,2024-03-22 23:47:43,13253.85,Approved,False,PO-dcc468ec1f,GL-1068,CC-106,Invoice for PO PO-dcc468ec1f,2024-01-24 23:47:43
INV-78034bc1,7211315254825,2024-01-25 23:47:43,2024-03-22 23:47:43,10928.84,Received,False,PO-dcc468ec1f,GL-1130,CC-106,Invoice for PO PO-dcc468ec1f,2024-02-01 23:47:43
INV-76654c9b,1247103986322,2024-07-26 19:28:13,2024-08-22 19:28:13,10247.6,Approved,False,PO-df5e93942c,GL-1045,CC-140,Invoice for PO PO-df5e93942c,2024-07-25 19:28:13
INV-12b3bfbc,2233014818103,2024-07-26 19:28:13,2024-08-22 19:28:13,11245.09,Approved,False,PO-df5e93942c,GL-1006,CC-140,Invoice for PO PO-df5e93942c,2024-07-25 19:28:13
INV-466f0d8f,7174196938959,2024-07-26 19:28:13,2024-08-22 19:28:13,9994.51,Overdue,False,PO-df5e93942c,GL-1160,CC-140,Invoice for PO PO-df5e93942c,2024-08-01 19:28:13
INV-8e3f5b21,1634666532309,2025-05-27 00:44:46,2025-06-22 00:44:46,17501.45,Approved,False,PO-df845239e2,GL-1049,CC-180,Invoice for PO PO-df845239e2,2025-06-02 00:44:46
INV-1533d9e2,5587765046528,2025-05-28 00:44:46,2025-06-22 00:44:46,16404.3,Paid,False,PO-df845239e2,GL-1026,CC-180,Invoice for PO PO-df845239e2,2025-05-27 00:44:46
INV-0aee4030,9587836467708,2025-05-24 00:44:46,2025-06-22 00:44:46,17053.15,Received,False,PO-df845239e2,GL-1003,CC-180,Invoice for PO PO-df845239e2,2025-06-02 00:44:46
INV-13284f59,7789003135980,2024-05-12 17:47:06,2024-06-10 17:47:06,90324.07,Received,False,PO-dfba426fe1,GL-1092,CC-136,Invoice for PO PO-dfba426fe1,2024-05-19 17:47:06
INV-2768d4f9,8949927869548,2024-12-05 21:52:31,2025-03-02 21:52:31,12985.74,Overdue,False,PO-e112257863,GL-1102,CC-141,Invoice for PO PO-e112257863,2024-12-05 21:52:31
INV-d8410f10,1011292906498,2024-12-05 21:52:31,2025-03-02 21:52:31,15022.95,Approved,False,PO-e112257863,GL-1011,CC-141,Invoice for PO PO-e112257863,2024-12-06 21:52:31
INV-d69d94a8,9764153600968,2025-09-17 19:56:39,2025-11-12 19:56:39,36721.57,Approved,False,PO-e1be13aece,GL-1146,CC-157,Invoice for PO PO-e1be13aece,2025-09-23 19:56:39
INV-91b9c0e4,0924422443569,2025-09-14 19:56:39,2025-11-12 19:56:39,38617.46,Scheduled for Payment,False,PO-e1be13aece,GL-1136,CC-157,Invoice for PO PO-e1be13aece,2025-09-19 19:56:39
INV-19549870,2110283834266,2024-12-02 10:30:23,2025-01-26 10:30:23,500.69,Received,False,PO-e20d26da03,GL-1136,CC-156,Invoice for PO PO-e20d26da03,2024-12-03 10:30:23
INV-a57aa1f1,4229260661844,2024-11-30 10:30:23,2025-01-26 10:30:23,476.16,Received,False,PO-e20d26da03,GL-1055,CC-156,Invoice for PO PO-e20d26da03,2024-11-28 10:30:23
INV-f425f0e2,9452093822259,2025-04-18 13:33:51,2025-05-15 13:33:51,14517.36,Received,False,PO-e32727899e,GL-1056,CC-105,Invoice for PO PO-e32727899e,2025-04-16 13:33:51
INV-83323c03,7083500538467,2025-04-19 13:33:51,2025-05-15 13:33:51,12563.41,Overdue,False,PO-e32727899e,GL-1029,CC-105,Invoice for PO PO-e32727899e,2025-04-24 13:33:51
INV-be2e90e3,9002753950596,2025-04-18 13:33:51,2025-05-15 13:33:51,13684.12,Approved,False,PO-e32727899e,GL-1080,CC-105,Invoice for PO PO-e32727899e,2025-04-17 13:33:51
INV-74d972de,3184621176041,2024-03-18 09:14:58,2024-05-14 09:14:58,84759.2,Approved,False,PO-e4ffadcf2d,GL-1094,CC-104,Invoice for PO PO-e4ffadcf2d,2024-03-23 09:14:58
INV-2c43a989,6994838963955,2024-05-03 06:22:48,2024-07-27 06:22:48,35138.55,Approved,False,PO-e6feaf1c50,GL-1082,CC-127,Invoice for PO PO-e6feaf1c50,2024-04-29 06:22:48
INV-96626094,6627844881134,2024-05-03 06:22:48,2024-07-27 06:22:48,36627.54,Overdue,False,PO-e6feaf1c50,GL-1178,CC-127,Invoice for PO PO-e6feaf1c50,2024-05-07 06:22:48
INV-23f224de,0953428167032,2024-05-01 06:22:48,2024-07-27 06:22:48,37879.99,Received,False,PO-e6feaf1c50,GL-1108,CC-127,Invoice for PO PO-e6feaf1c50,2024-05-02 06:22:48
INV-63f722e8,1295641668712,2024-01-18 23:47:52,2024-03-15 23:47:52,49299.26,Overdue,False,PO-e70ef89c0c,GL-1017,CC-111,Invoice for PO PO-e70ef89c0c,2024-01-23 23:47:52
INV-f1e791ba,8575631363968,2024-01-16 23:47:52,2024-03-15 23:47:52,50343.56,Received,False,PO-e70ef89c0c,GL-1001,CC-111,Invoice for PO PO-e70ef89c0c,2024-01-21 23:47:52
INV-4ca05d9f,2269120391278,2024-06-19 06:45:02,2024-08-15 06:45:02,16957.03,Paid,False,PO-e767fc112f,GL-1070,CC-151,Invoice for PO PO-e767fc112f,2024-06-19 06:45:02
INV-099fb1ac,0664490770401,2023-12-17 20:32:49,2024-02-14 20:32:49,21835.99,Rejected,False,PO-e79c338edb,GL-1060,CC-122,Invoice for PO PO-e79c338edb,2023-12-20 20:32:49
INV-10a93ef4,0551884525689,2023-12-20 20:32:49,2024-02-14 20:32:49,21379.37,Paid,True,PO-e79c338edb,GL-1076,CC-122,Invoice for PO PO-e79c338edb,2023-12-22 20:32:49
INV-b1ad4aff,6543121139425,2023-12-19 20:32:49,2024-02-14 20:32:49,21559.05,Overdue,False,PO-e79c338edb,GL-1198,CC-122,Invoice for PO PO-e79c338edb,2023-12-17 20:32:49
INV-a1f860d4,7938057744123,2025-02-05 00:11:28,2025-04-05 00:11:28,14197.33,Rejected,False,PO-e86c988038,GL-1189,CC-168,Invoice for PO PO-e86c988038,2025-02-12 00:11:28
INV-51360451,0765937996405,2025-02-09 00:11:28,2025-04-05 00:11:28,16126.26,Overdue,False,PO-e86c988038,GL-1083,CC-168,Invoice for PO PO-e86c988038,2025-02-09 00:11:28
INV-6e592086,1285755574795,2025-02-09 00:11:28,2025-04-05 00:11:28,15691.6,Rejected,False,PO-e86c988038,GL-1177,CC-168,Invoice for PO PO-e86c988038,2025-02-10 00:11:28
INV-ee04cba4,3687689070578,2025-01-22 20:20:38,2025-02-19 20:20:38,171142.3,Received,False,PO-e885b76fcc,GL-1188,CC-165,Invoice for PO PO-e885b76fcc,2025-01-28 20:20:38
INV-33806fe4,9438838470763,2024-05-12 10:37:06,2024-07-08 10:37:06,18647.11,Overdue,False,PO-e97bba5afe,GL-1085,CC-126,Invoice for PO PO-e97bba5afe,2024-05-17 10:37:06
INV-0733963d,2767601138140,2024-05-10 10:37:06,2024-07-08 10:37:06,17928.0,Approved,False,PO-e97bba5afe,GL-1030,CC-126,Invoice for PO PO-e97bba5afe,2024-05-19 10:37:06
INV-deebee5b,2159603105273,2024-05-11 10:37:06,2024-07-08 10:37:06,19441.16,Approved,False,PO-e97bba5afe,GL-1085,CC-126,Invoice for PO PO-e97bba5afe,2024-05-16 10:37:06
INV-d5fb0aaf,6582260932375,2024-01-13 13:46:17,2024-03-11 13:46:17,59250.46,Approved,False,PO-e9e0bc09a4,GL-1109,CC-151,Invoice for PO PO-e9e0bc09a4,2024-01-15 13:46:17
INV-be3702ca,2464776110468,2024-03-29 23:43:13,2024-04-23 23:43:13,19897.07,Paid,False,PO-eb7d9a4f40,GL-1070,CC-136,Invoice for PO PO-eb7d9a4f40,2024-04-01 23:43:13
INV-e344607b,1131111517855,2024-06-27 14:49:59,2024-07-24 14:49:59,86996.8,Approved,False,PO-eb8602101d,GL-1177,CC-161,Invoice for PO PO-eb8602101d,2024-06-30 14:49:59
INV-3a728111,6709207834909,2024-03-24 00:46:27,2024-05-21 00:46:27,33930.42,Received,False,PO-eb9343d30b,GL-1168,CC-142,Invoice for PO PO-eb9343d30b,2024-03-24 00:46:27
INV-2fc24f63,7792547629495,2025-01-21 16:38:16,2025-04-20 16:38:16,57343.12,Received,False,PO-ec5a72d2b5,GL-1130,CC-152,Invoice for PO PO-ec5a72d2b5,2025-01-30 16:38:16
INV-cca72cdc,2202951304505,2025-01-21 16:38:16,2025-04-20 16:38:16,57344.82,Overdue,False,PO-ec5a72d2b5,GL-1006,CC-152,Invoice for PO PO-ec5a72d2b5,2025-01-22 16:38:16
INV-231a2dab,6600884424325,2024-06-20 13:29:10,2024-07-15 13:29:10,51137.71,Approved,False,PO-ec886fc738,GL-1098,CC-146,Invoice for PO PO-ec886fc738,2024-06-22 13:29:10
INV-40d5e2ca,4584765910119,2024-06-18 13:29:10,2024-07-15 13:29:10,47929.01,Overdue,False,PO-ec886fc738,GL-1191,CC-146,Invoice for PO PO-ec886fc738,2024-06-23 13:29:10
INV-2cf0d593,0474729365489,2025-07-29 04:28:18,2025-10-22 04:28:18,15296.35,Paid,False,PO-ede4afa4ac,GL-1027,CC-107,Invoice for PO PO-ede4afa4ac,2025-07-31 04:28:18
INV-c8032f71,0299533396449,2025-07-25 04:28:18,2025-10-22 04:28:18,16058.13,Approved,False,PO-ede4afa4ac,GL-1065,CC-107,Invoice for PO PO-ede4afa4ac,2025-07-27 04:28:18
INV-82106ad2,1387536306028,2025-07-25 04:28:18,2025-10-22 04:28:18,13789.31,Approved,False,PO-ede4afa4ac,GL-1016,CC-107,Invoice for PO PO-ede4afa4ac,2025-08-02 04:28:18
INV-f3c9338f,1839826315079,2024-01-06 19:43:24,2024-03-04 19:43:24,79112.12,Received,False,PO-ef12c72e81,GL-1200,CC-116,Invoice for PO PO-ef12c72e81,2024-01-11 19:43:24
INV-81464a0b,3643863942956,2024-01-08 19:43:24,2024-03-04 19:43:24,92245.91,Received,False,PO-ef12c72e81,GL-1155,CC-116,Invoice for PO PO-ef12c72e81,2024-01-14 19:43:24
INV-78c02d27,5923240431326,2025-03-12 03:07:05,2025-04-09 03:07:05,35653.21,Overdue,False,PO-f1be1135e3,GL-1159,CC-145,Invoice for PO PO-f1be1135e3,2025-03-18 03:07:05
INV-e7f65cb3,2230032452968,2025-03-13 03:07:05,2025-04-09 03:07:05,39978.12,Approved,False,PO-f1be1135e3,GL-1036,CC-145,Invoice for PO PO-f1be1135e3,2025-03-15 03:07:05
INV-cc4b25d8,4376831927554,2025-08-21 09:22:18,2025-11-15 09:22:18,5604.97,Scheduled for Payment,False,PO-f1de473a0f,GL-1132,CC-175,Invoice for PO PO-f1de473a0f,2025-08-25 09:22:18
INV-78b7e1ec,4338874042519,2025-08-21 09:22:18,2025-11-15 09:22:18,4833.77,Received,False,PO-f1de473a0f,GL-1136,CC-175,Invoice for PO PO-f1de473a0f,2025-08-20 09:22:18
INV-c36c0edf,2852530306781,2024-05-19 03:10:14,2024-06-13 03:10:14,1105.31,Received,False,PO-f378832482,GL-1157,CC-139,Invoice for PO PO-f378832482,2024-05-22 03:10:14
INV-f7256e8d,4256824545616,2024-05-15 03:10:14,2024-06-13 03:10:14,1229.23,Received,False,PO-f378832482,GL-1019,CC-139,Invoice for PO PO-f378832482,2024-05-16 03:10:14
INV-73178885,0343883343872,2024-05-18 03:10:14,2024-06-13 03:10:14,1185.4,Overdue,False,PO-f378832482,GL-1176,CC-139,Invoice for PO PO-f378832482,2024-05-15 03:10:14
INV-1c92d49b,1048307664678,2025-09-16 16:42:21,2025-10-14 16:42:21,81438.5,Approved,False,PO-f3cf844767,GL-1154,CC-109,Invoice for PO PO-f3cf844767,2025-09-15 16:42:21
INV-f44ffa53,8863710820342,2024-11-29 15:00:35,2025-02-25 15:00:35,81660.91,Paid,True,PO-f504188cd2,GL-1075,CC-108,Invoice for PO PO-f504188cd2,2024-12-04 15:00:35
INV-2675d488,2347007394113,2024-09-28 09:06:29,2024-11-23 09:06:29,162093.08,Received,False,PO-f6725ef214,GL-1099,CC-146,Invoice for PO PO-f6725ef214,2024-09-27 09:06:29
INV-c76f0e15,4723925274764,2025-01-12 09:45:49,2025-02-06 09:45:49,8620.56,Approved,False,PO-fb57908554,GL-1031,CC-138,Invoice for PO PO-fb57908554,2025-01-14 09:45:49
INV-e6b8849e,4595545531882,2025-01-11 09:45:49,2025-02-06 09:45:49,9270.81,Received,False,PO-fb57908554,GL-1045,CC-138,Invoice for PO PO-fb57908554,2025-01-09 09:45:49
INV-6d9dabe9,6772037117153,2025-01-08 09:45:49,2025-02-06 09:45:49,10465.32,Received,False,PO-fb57908554,GL-1084,CC-138,Invoice for PO PO-fb57908554,2025-01-10 09:45:49
INV-fab3c8ed,5196289239431,2024-06-22 06:55:37,2024-07-20 06:55:37,56161.77,Received,False,PO-fbfda983e5,GL-1012,CC-160,Invoice for PO PO-fbfda983e5,2024-06-24 06:55:37
INV-e862a4a3,0237397216619,2024-06-22 06:55:37,2024-07-20 06:55:37,60101.73,Approved,False,PO-fbfda983e5,GL-1099,CC-160,Invoice for PO PO-fbfda983e5,2024-06-21 06:55:37
INV-425917d4,3798780455154,2024-06-25 06:55:37,2024-07-20 06:55:37,61655.45,Overdue,False,PO-fbfda983e5,GL-1061,CC-160,Invoice for PO PO-fbfda983e5,2024-06-23 06:55:37
INV-4ad28996,9801409871939,2025-09-05 23:52:24,2025-10-03 23:52:24,15644.87,Approved,False,PO-fc19f4ecd1,GL-1012,CC-143,Invoice for PO PO-fc19f4ecd1,2025-09-10 23:52:24
INV-85ce67d5,7633543395703,2025-09-07 23:52:24,2025-10-03 23:52:24,15853.8,Rejected,False,PO-fc19f4ecd1,GL-1055,CC-143,Invoice for PO PO-fc19f4ecd1,2025-09-10 23:52:24
INV-34a40c75,0410954392982,2025-09-07 23:52:24,2025-10-03 23:52:24,19342.32,Received,False,PO-fc19f4ecd1,GL-1161,CC-143,Invoice for PO PO-fc19f4ecd1,2025-09-04 23:52:24
INV-f80e6c0a,1071610325998,2024-07-03 21:22:18,2024-08-01 21:22:18,6571.59,Approved,False,PO-fcafa54d99,GL-1173,CC-118,Invoice for PO PO-fcafa54d99,2024-07-07 21:22:18
INV-5ba29d52,2617968445774,2024-07-06 21:22:18,2024-08-01 21:22:18,7095.7,Paid,False,PO-fcafa54d99,GL-1149,CC-118,Invoice for PO PO-fcafa54d99,2024-07-07 21:22:18
INV-dc6db6c2,5847986298442,2024-07-06 21:22:18,2024-08-01 21:22:18,8157.63,Overdue,False,PO-fcafa54d99,GL-1063,CC-118,Invoice for PO PO-fcafa54d99,2024-07-07 21:22:18
